System,Subject,Category,Item,Year,No. of Cases
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Southern,2023,12
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Island,2023,25
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Eastern,2023,21
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Wan Chai,2023,47
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Kowloon City,2023,37
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Yau Tsim Mong,2023,115
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Sham Shui Po,2023,46
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Wong Tai Sin,2023,35
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Sai Kung,2023,17
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Kwun Tong,2023,32
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Shatin,2023,39
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Tai Po,2023,17
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,North,2023,14
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Yuen Long,2023,38
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Tsuen Wan,2023,31
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Kwai Tsing,2023,25
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Tuen Mun,2023,30
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Outside Hong Kong ,2023,18
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Unknown,2023,80
